 9/15/1950	31A9 4721  
 9/24/1950	31A9 4722 -
 9/26/1950	3869 4722 -
10/ 4/1950	3869 472L -
10/10/1950	3869 472L  
10/24/1950	3869 472P -
10/27/1950	3869 472P  
10/28/1950	3869 473D  
11/ 6/1950	3P29 473D  
11/15/1950	3P29 473D +
11/21/1950	3P2A 4747 +
11/23/1950	3P2A 4748  
12/ 2/1950	3P2A 4L08  
12/ 5/1950	3P2A 4L08 +
12/15/1950	45LA 4L14 +
12/22/1950	45LA 4L15  
 1/ 8/1951	45LA 4L21  
 1/21/1951	45LA 4L22 -
 1/23/1951	4EAA 4L22 -
 2/ 1/1951	4EAA 4L2L -
 2/10/1951	4EAA 4L2L  
 2/19/1951	4EAA 4L2P -
 2/25/1951	4EAA 4JAD -
 3/ 1/1951	4EAA 4JAD  
 3/ 2/1951	 26A 4JAD  
 3/ 8/1951	 269 4JAD  
 3/16/1951	 269 4JAD -
 3/21/1951	 269 4JAE  
 4/ 2/1951	 269 4JAE +
 4/10/1951	 929 4JAE +
 4/15/1951	 929 4JD8 +
 4/21/1951	 929 4JD9  
 4/22/1951	 929 0379  
 5/ 2/1951	 929 0379 -
 5/11/1951	 929 0385 -
 5/15/1951	 929 0385  
 5/22/1951	 PL9 0386 -
 6/ 7/1951	 PL9 0392 -
 6/ 9/1951	 PL9 0392  
 6/22/1951	 PL9 0393 -
 6/24/1951	 PL9 0393  
 7/ 4/1951	16A9 0393  
 7/ 8/1951	16A9 039P  
 7/ 9/1951	16A9 039P +
 7/24/1951	16A9 03A0  
 7/28/1951	16A9 03A0 +
 8/14/1951	16AA 03A0 +
 8/18/1951	1J6A 03A0 +
 8/24/1951	1J6A 03A1  
 9/24/1951	1J6A 03A2 -
10/ 3/1951	1J6A 03A2  
10/ 5/1951	242A 03A2  
10/20/1951	242A 03A2 +
10/24/1951	242A 03A3  
11/ 8/1951	242A 03A3 +
11/10/1951	242A 03AP +
11/23/1951	242A 03D0  
11/24/1951	2ALA 03D0  
12/ 2/1951	2ALA 03D0 +
12/ 8/1951	2ALA 03DE +
12/13/1951	2ALA 03DE  
12/23/1951	2ALA 03DJ -
 1/ 3/1952	2ALA 03E9 -
 1/13/1952	2ALA 03E9  
 1/20/1952	31AA 03E9  
 1/21/1952	31AA 03EA -
 1/28/1952	31AA 03J6 -
 2/ 3/1952	31AA 03J6  
 2/20/1952	31AA 03J7 -
 2/21/1952	31AA 03L3  
 3/ 8/1952	31AA 03L3 -
 3/17/1952	31AA 03LP -
 3/21/1952	31AA 03L4  
 4/10/1952	31AA 0360  
 4/20/1952	31AA 0361 -
 4/29/1952	31AA 0A21 -
 5/ 4/1952	31AA 0A2J -
 5/15/1952	31AA 0A2J  
 5/21/1952	31AA 0A2L -
 5/29/1952	31AA 0A3A -
 6/ 1/1952	31AA 0A3A  
 6/15/1952	31AA 0A3A +
 6/21/1952	31AA 0A3D  
 6/22/1952	31AA 0A47  
 6/30/1952	31AA 0A47 +
 7/17/1952	31AA 0A53 +
 7/23/1952	31AA 0A54  
 8/10/1952	31AA 0A60  
 8/23/1952	31AA 0A61 -
 8/28/1952	386A 0A61 -
 9/ 3/1952	386A 0A6J -
 9/ 8/1952	386A 0A6J  
 9/23/1952	386A 0A6L -
 9/24/1952	386A 0A6L  
 9/28/1952	386A 0A7A  
10/12/1952	3P2A 0A7A +
10/22/1952	3P2A 0A86 +
10/23/1952	3P2A 0A87  
11/ 1/1952	3P2A 0A87 +
11/16/1952	3P2A 0A93 +
11/22/1952	45LA 0A94  
12/11/1952	45LA 0AA0  
12/22/1952	45LA 0AA1 -
12/31/1952	4EAA 0AA1 -
 1/ 5/1953	4EAA 0AAJ -
 1/ 7/1953	4EAA 0AAJ  
 1/20/1953	4EAA 0AAL -
 1/26/1953	4EAA 0AAL  
 2/ 2/1953	4EAA 0A2A  
 2/ 8/1953	 26A 0A2A  
 2/12/1953	 26A 0A2A +
 2/19/1953	 26A 0A2D  
 3/ 3/1953	 26A 0A2D -
 3/15/1953	 26A 0A37 -
 3/16/1953	 26A 0A37  
 3/20/1953	 92A 0A37  
 3/21/1953	 92A 0A2E +
 3/31/1953	 92A 0A20 +
 4/18/1953	 92A 0A20  
 4/20/1953	 92A 0A21 -
 5/ 1/1953	 PLA 0A21 -
 5/ 8/1953	 PLA 0A21  
 5/10/1953	 PLA 10L1  
 5/21/1953	 PLA 10L2 -
 5/23/1953	 PLA 10L2  
 6/ 5/1953	 PLA 10LL  
 6/ 6/1953	 PLA 10LL +
 6/14/1953	16AA 10LL +
 6/22/1953	16AA 10LP  
 6/26/1953	16AA 10LP +
 7/ 7/1953	16AA 10PD +
 7/23/1953	16AA 10PE  
 7/29/1953	16AA 10PE -
 7/30/1953	1J6A 10PE -
 8/ 4/1953	1J6A 1108 -
 8/12/1953	1J6A 1108  
 8/23/1953	1J6A 1109 -
 8/30/1953	1J6A 1115 -
 8/31/1953	1J6A 1115  
 9/15/1953	242A 1115  
 9/16/1953	242A 1115 +
 9/23/1953	242A 1116  
 9/24/1953	242A 1122  
10/ 5/1953	242A 1122 +
10/19/1953	242A 112L +
10/23/1953	242D 112L +
10/24/1953	242D 112P  
11/ 1/1953	242D 112P +
11/ 2/1953	2ALD 112P +
11/ 7/1953	2ALD 112P  
11/12/1953	2ALD 113D  
11/23/1953	2ALD 113E -
12/ 6/1953	2ALD 1148 -
12/11/1953	2ALD 1148  
12/20/1953	31AD 1148  
12/22/1953	31AD 1149 -
12/30/1953	31AD 1155 -
12/31/1953	31AD 1155  
 1/18/1954	31AD 1155 +
 1/21/1954	31AD 1156  
 1/22/1954	31AD 1162  
 2/ 5/1954	31AD 1162 +
 2/10/1954	386D 1162 +
 2/15/1954	386D 116L +
 2/19/1954	386D 116P  
 3/11/1954	386D 10LD  
 3/21/1954	386D 10L0 +
 4/ 4/1954	386D 10LE +
 4/13/1954	3P2D 10LE  
 4/21/1954	3P2D 10LJ -
 4/29/1954	3P2D 10P9 -
 4/30/1954	3P2D 10P9  
 5/15/1954	3P2D 10P9 +
 5/22/1954	3P2D 10PA  
 5/24/1954	3P2D 17E6  
 5/31/1954	3P2D 17E6 +
 6/18/1954	3P2D 17J2 +
 6/22/1954	3P2D 17J3  
 7/ 3/1954	386D 17J3  
 7/13/1954	386D 17JP  
 7/23/1954	386D 17L0 -
 8/ 8/1954	386D 17L0  
 8/ 9/1954	386D 17LE  
 8/23/1954	386D 17LE +
 8/24/1954	386D 17LJ  
 8/25/1954	3P2D 17LJ  
 9/ 7/1954	3P2D 17P9  
 9/ 8/1954	3P2D 17P9 +
 9/24/1954	3P2D 17PA  
 9/29/1954	3P2D 17PA +
10/22/1954	45LD 17PA +
10/24/1954	45LD 1807  
10/27/1954	45LD 17PD  
11/ 5/1954	45LD 17PD -
11/11/1954	45LD 17PD  
11/23/1954	45LD 17PE -
12/ 4/1954	4EAD 17PE  
12/22/1954	4EAD 17PJ -
12/24/1954	4EAD 17PJ  
 1/ 6/1955	4EAD 1809  
 1/11/1955	4EAD 1809 +
 1/15/1955	 26D 1809 +
 1/21/1955	 26D 180A  
 2/ 6/1955	 26D 1816  
 2/19/1955	 26D 1817 -
 2/26/1955	 92D 1817 -
 3/ 5/1955	 92D 1823 -
 3/18/1955	 92D 1823  
 3/21/1955	 92D 1818 +
 3/30/1955	 92D 1824 +
 4/ 7/1955	 92D 1824  
 4/11/1955	 PLD 1824  
 4/21/1955	 PLD 1825 -
 4/22/1955	 PLD 1825  
 4/25/1955	 PLD 17A1  
 5/ 7/1955	 PLD 17A1 +
 5/20/1955	 PLD 17AJ +
 5/22/1955	 PLD 17AL  
 5/26/1955	16AD 17AL  
 6/13/1955	16AD 1L7A  
 6/22/1955	16AD 1L7D -
 7/ 8/1955	16AD 1L87 -
 7/11/1955	1J6D 1L87 -
 7/14/1955	1J6D 1L87  
 7/24/1955	1J6D 1L88 -
 7/31/1955	1J6D 1L88  
 8/ 1/1955	1J6D 1L94  
 8/15/1955	1J6D 1L94 +
 8/24/1955	1J6D 1L95  
 8/25/1955	1J77 1L95  
 8/26/1955	1J77 1LA1  
 8/27/1955	2437 1LA1  
 9/ 2/1955	2437 1LA1 +
 9/19/1955	2437 1LAJ +
 9/24/1955	2437 1LAL  
10/13/1955	2AP7 1LDA  
10/24/1955	2AP7 1LDD -
11/ 6/1955	2AP7 1LE7 -
11/ 8/1955	2AP7 1LE7  
11/17/1955	2AP7 2587  
11/23/1955	2AP7 2588 -
11/27/1955	2AP7 2588  
11/29/1955	31D7 2588  
11/30/1955	31D7 2594  
12/16/1955	31D7 2594 +
12/23/1955	31D7 2595  
12/24/1955	31D7 25A1  
12/25/1955	31D7 2631  
 1/ 4/1956	31D7 2631 +
 1/13/1956	31D8 2631 +
 1/14/1956	3878 2631 +
 1/18/1956	3878 1P7J +
 1/21/1956	3878 1P7L  
 1/28/1956	386E 1P7L  
 2/ 3/1956	386E 1P7L -
 2/11/1956	386E 1LPA -
 2/15/1956	386E 1LPA  
 2/20/1956	386E 1LPD -
 2/29/1956	3P2E 1LPD -
 3/ 8/1956	3P2E 1P07 -
 3/11/1956	3P2E 1P07  
 3/12/1956	3P2E 1L77  
 3/21/1956	3P2E 1L6E +
 3/29/1956	3P2E 1L6E  
 4/ 4/1956	3P2E 1L78  
 4/13/1956	3P2E 1L78 +
 4/15/1956	45LE 1L78 +
 4/20/1956	45LE 1L79  
 4/30/1956	45LE 1L79 +
 5/ 8/1956	45LE 1L85 +
 5/14/1956	45LD 1L85 +
 5/21/1956	45LD 1L86  
 6/ 3/1956	4EAD 1L86  
 6/10/1956	4ED7 1L86  
 6/21/1956	4ED7 1L87 -
 6/24/1956	4ED7 1L7D -
 7/ 7/1956	4ED7 1L7D  
 7/ 8/1956	4ED7 253D  
 7/21/1956	4ED7 253D +
 7/23/1956	4ED7 253E  
 8/ 4/1956	4ED7 2548  
 8/ 6/1956	4ED7 2548 +
 8/23/1956	4ED7 2549  
 8/27/1956	4ED7 2549 +
 9/ 8/1956	4ED7 2555 +
 9/23/1956	4ED7 2556  
 9/30/1956	4ED7 2556 -
10/ 6/1956	4ED7 2562 -
10/11/1956	4ED8 2562  
10/19/1956	4ED8 25P2  
10/20/1956	4J48 25P2  
10/23/1956	4J48 25P3 -
10/31/1956	4J48 25P3  
11/ 1/1956	4J48 25PP  
11/19/1956	4J48 25PP +
11/22/1956	4J48 2600  
11/26/1956	4J48 260E  
12/ 6/1956	 308 260E  
12/ 8/1956	 308 260E +
12/13/1956	 308 2EEE +
12/20/1956	 308 2EJ8 +
12/22/1956	 308 2EJ9  
 1/13/1957	 308 2EL5  
 1/15/1957	 278 2EL5  
 1/20/1957	 278 2EL6 -
 1/29/1957	 938 2EL6 -
 2/ 6/1957	 938 2EP2 -
 2/13/1957	 938 2EP2  
 2/19/1957	 938 2EP3 -
 2/20/1957	 938 2633 -
 3/ 2/1957	 938 263P -
 3/ 4/1957	 938 263P  
 3/18/1957	 PP8 263P  
 3/21/1957	 PP8 2634  
 3/26/1957	 PP8 25D0  
 4/ 5/1957	 PP8 25D0 +
 4/19/1957	 PP8 25DE +
 4/20/1957	 PP8 25DJ  
 5/ 5/1957	16D8 25DJ  
 5/13/1957	16D8 25E9  
 5/21/1957	16D8 25EA -
 6/ 7/1957	16D8 25J6 -
 6/13/1957	16D8 25J6  
 6/16/1957	16D8 2546  
 6/22/1957	1J78 2547 -
 6/29/1957	1J78 2547  
 7/ 1/1957	1J78 2553  
 7/13/1957	1J78 2553 +
 7/23/1957	1J78 2554  
 7/26/1957	1J78 2560  
 7/30/1957	1J78 2560 +
 8/ 6/1957	1J78 25P0 +
 8/ 7/1957	1J78 2ED0 +
 8/ 8/1957	2438 2ED0 +
 8/19/1957	24E8 2ED0 +
 8/20/1957	24E8 2EDE +
 8/23/1957	24E8 2EDJ  
 9/14/1957	24E8 2EE9  
 9/23/1957	24E8 2EEA -
 9/24/1957	2D88 2EEA -
10/ 6/1957	2D88 2EEA  
10/10/1957	2D88 2EJ6  
10/24/1957	2D88 2EJ7  
11/ 6/1957	2D88 2EL3  
11/ 9/1957	3248 2EL3  
11/12/1957	3248 2EL3 +
11/23/1957	3248 2EL4  
12/ 2/1957	3248 2EL4 +
12/ 7/1957	3248 2EP0 +
12/22/1957	3248 2EP1  
12/23/1957	3908 2EP1  
12/29/1957	3908 2EP1 -
 1/14/1958	3908 33D1  
 1/21/1958	3908 33D2 -
 2/ 4/1958	3PE8 33D2 -
 2/ 7/1958	3PE8 33D2  
 2/19/1958	3PE8 33D3 -
 2/25/1958	3PE8 33D3  
 3/13/1958	3PE8 33D3 -
 3/17/1958	4688 33D3 -
 3/21/1958	4688 2EL8  
 4/ 3/1958	4688 2EL8 +
 4/ 7/1958	4688 2EP4 +
 4/11/1958	4688 2EP4  
 4/12/1958	45P8 2EP4  
 4/21/1958	45P8 2EP5 -
 4/27/1958	4ED8 2EP5 -
 5/ 5/1958	4ED8 2E71 -
 5/17/1958	4ED8 2E71  
 5/22/1958	4ED8 2E72 -
 6/ 1/1958	4ED8 2E7L -
 6/ 6/1958	4ED8 2E7L  
 6/ 7/1958	 278 2E7L  
 6/11/1958	 308 2E7L  
 6/20/1958	 308 2E7L +
 6/22/1958	 308 2E7P  
 6/27/1958	 308 2E8D  
 7/ 5/1958	 308 2E8D +
 7/21/1958	 9E8 2E8D +
 7/22/1958	 9E8 2E97 +
 7/23/1958	 9E8 2E98  
 7/26/1958	 9E8 2E98 +
 8/16/1958	 9E8 2EA4 +
 8/24/1958	 9E8 2EA5 -
 9/ 7/1958	 9E8 3365 -
 9/10/1958	 9E8 3371 -
 9/11/1958	 9E8 3371  
 9/21/1958	1088 3371  
 9/24/1958	1088 3372 -
 9/29/1958	1088 3372  
10/ 4/1958	1088 337L  
10/16/1958	1088 337L +
10/24/1958	1088 337P  
10/28/1958	1088 338D  
10/29/1958	 9E8 338D  
11/ 5/1958	 9E8 338D +
11/21/1958	 9E8 3397 +
11/23/1958	 9E8 3398  
12/14/1958	 9E8 33A4  
12/22/1958	 9E8 33A5 -
 1/ 6/1959	 9E9 33A5 -
 1/ 7/1959	 9E9 33D1 -
 1/11/1959	 9E9 33D1  
 1/21/1959	 9E9 33D2 -
 1/31/1959	 9E9 33DL  
 2/11/1959	1089 3A7L  
 2/17/1959	1089 3A7L +
 2/19/1959	1089 3A7P  
 2/24/1959	1089 39PD  
 3/ 5/1959	1089 39PD -
 3/21/1959	1089 39PE  
 4/10/1959	1749 39PE  
 4/15/1959	1749 3A08  
 4/21/1959	1749 3A09 -
 4/25/1959	1749 3349 -
 5/11/1959	1749 3355 -
 5/13/1959	1749 3355  
 5/22/1959	1749 3356 -
 5/29/1959	1749 3356  
 6/ 1/1959	1L09 3356  
 6/ 7/1959	1L09 3362  
 6/12/1959	1L09 3362 +
 6/22/1959	1L09 3363  
 6/29/1959	1L09 3363 +
 7/ 9/1959	1L09 336P +
 7/20/1959	24E9 336P +
 7/24/1959	24E9 3370  
 8/24/1959	24E9 3371 -
 9/ 5/1959	24E9 3371  
 9/ 6/1959	2D89 3371  
 9/20/1959	2D89 3365  
 9/21/1959	2D89 3365 +
 9/24/1959	2D89 3366  
 9/25/1959	2D89 3372  
10/ 6/1959	2D89 3A32  
10/ 9/1959	2D89 3A32 +
10/21/1959	3249 3A32 +
10/24/1959	3249 3A33  
10/31/1959	3249 3A33 +
11/10/1959	3249 3A3P +
11/23/1959	3249 3A40  
11/25/1959	3249 3A40 -
12/ 4/1959	3909 3A40 -
12/ 8/1959	3909 3A4E -
12/14/1959	3909 3A4E  
12/23/1959	3909 3A4J -
 1/ 2/1960	3909 3A59 -
 1/ 4/1960	3909 3A59  
 1/14/1960	3PE9 3A59  
 1/21/1960	3PE9 3A5A -
 1/23/1960	3PE9 3A5A  
 1/27/1960	3PE9 3A66  
 2/ 9/1960	3PE9 3A66 +
 2/20/1960	3PE9 3A67  
 2/21/1960	3PE9 3A73  
 2/23/1960	4689 3A73  
 3/ 2/1960	4689 4133  
 3/16/1960	4689 413P  
 3/21/1960	4689 4134 +
 4/ 2/1960	4J49 4134 +
 4/ 9/1960	4J49 40D0 +
 4/16/1960	4J49 40D0  
 4/20/1960	4J49 40D1 -
 5/ 4/1960	4J49 40DJ -
 5/ 5/1960	4J49 40DJ  
 5/11/1960	 309 40DJ  
 5/19/1960	 309 40DJ +
 5/21/1960	 309 40DL  
 5/28/1960	 309 40EA  
 6/ 3/1960	 309 40EA +
 6/10/1960	 309 3A0A +
 6/20/1960	 9E9 3A0A +
 6/21/1960	 9E9 3A0D  
 6/22/1960	 9E9 3A17  
 7/ 1/1960	 9E9 3A17 +
 7/ 6/1960	 9E9 3A17  
 7/16/1960	 9E9 3A23  
 7/23/1960	 9E9 3A24 -
 8/ 2/1960	1089 3A24 -
 8/ 9/1960	1089 3A30 -
 8/11/1960	1089 3A30  
 8/23/1960	1089 3A31 -
 8/27/1960	1089 3A31  
 9/ 3/1960	1089 3A3J  
 9/12/1960	1089 3A3J +
 9/21/1960	1749 3A3J +
 9/23/1960	1749 3A3L  
 9/27/1960	1749 3A4A  
10/ 2/1960	1749 3A4A +
10/22/1960	1749 3A56 +
10/23/1960	1749 3A57  
10/26/1960	1749 4117  
11/15/1960	1749 4123  
11/22/1960	1749 4124 -
12/ 8/1960	1749 4124  
12/10/1960	1749 4130  
12/22/1960	1749 4131 -
12/27/1960	1749 4131  
 1/ 5/1961	1749 413J  
 1/15/1961	1749 413J +
 1/20/1961	1749 413L  
 2/ 2/1961	1749 40DA +
 2/ 5/1961	1089 40DA +
 2/ 7/1961	1749 40DA +
 2/19/1961	1749 40DD  
 2/25/1961	1749 40DD -
 3/15/1961	1749 477D -
 3/18/1961	1749 477D  
 3/21/1961	1749 4770 +
 4/10/1961	1749 4770  
 4/20/1961	1749 4771 -
 4/27/1961	1749 4771  
 5/ 6/1961	1L09 4771  
 5/11/1961	1L09 4771 +
 5/21/1961	1L09 4772  
 5/29/1961	1L09 4772 +
 6/ 6/1961	1L09 477L +
 6/22/1961	1L09 477P  
 6/29/1961	24E9 477P  
 7/ 7/1961	24E9 478D  
 7/23/1961	24E9 478E -
 8/ 4/1961	24E9 4798  
 8/12/1961	24E9 40J8  
 8/17/1961	2D89 40J8  
 8/19/1961	2D89 40J8 +
 8/23/1961	2D89 40J9  
 8/30/1961	2D89 40L5  
 9/ 5/1961	2D89 40L5 +
 9/23/1961	2D89 40L6  
 9/24/1961	2D89 40P2  
 9/28/1961	2D89 40P2 +
10/ 2/1961	3249 40P2 +
10/18/1961	3249 40PL +
10/22/1961	3249 40PL  
10/24/1961	3249 40PP -
11/ 2/1961	3255 40PP -
11/ 4/1961	3255 47DP -
11/11/1961	3255 47ED  
11/14/1961	3915 47ED  
11/23/1961	3915 47EE -
12/ 1/1961	3915 47EE  
12/ 5/1961	3915 47J8  
12/20/1961	3915 47J8 +
12/22/1961	3915 47J9  
12/25/1961	3PJ5 47J9  
12/29/1961	3PJ5 47L5  
 1/ 4/1962	3PJ6 47L5  
 1/ 8/1962	3PJ6 47L5 +
 1/10/1962	3PEA 47L5 +
 1/21/1962	3PEA 47L6  
 1/22/1962	3PEA 47P2  
 2/ 2/1962	468A 47P2  
 2/15/1962	468A 47PL  
 2/19/1962	468A 47PP -
 3/11/1962	468A 477D -
 3/12/1962	4J4A 477D -
 3/15/1962	4J4A 477D  
 3/21/1962	4J4A 4770 +
 3/26/1962	4J4A 4L30 +
 4/ 3/1962	4J4A 4L30  
 4/ 4/1962	4J4A 4L3E  
 4/18/1962	4J4A 4L3E +
 4/20/1962	 30A 4L3E +
 4/21/1962	 30A 4L3J  
 4/28/1962	 30A 4L49  
 5/ 3/1962	 30A 4L49 +
 5/22/1962	 30A 4L4A  
 5/23/1962	 30A 4L56  
 5/29/1962	 9EA 4L56  
 6/17/1962	 9EA 4L62  
 6/22/1962	 9EA 4L63 -
 7/ 9/1962	108A 4L63 -
 7/11/1962	108A 4L63  
 7/13/1962	108A 4L6P  
 7/23/1962	108A 4L70 -
 7/27/1962	108A 4L70  
 8/ 9/1962	108A 4L7E  
 8/10/1962	1096 4L7E  
 8/11/1962	1096 4L7E +
 8/22/1962	1756 4L7E +
 8/24/1962	1756 4L7J  
 8/30/1962	1756 4L7J +
 9/ 7/1962	1756 4L89 +
 9/24/1962	1756 4L8A  
10/12/1962	1L16 4L8A  
10/24/1962	1L16 4L8D -
11/ 5/1962	1L16 4L8D  
11/23/1962	1L16 4L8E -
11/24/1962	1L16 4L8E  
12/13/1962	1L16 4L8E +
12/22/1962	1L16 4L8J  
 1/ 2/1963	1L16 4L8J +
 1/ 7/1963	1L16 4L99 +
 1/20/1963	1L16 4L99  
 1/21/1963	1L16 4L9A -
 2/ 6/1963	1L16 4LA6 -
 2/15/1963	1L16 4LA6  
 2/19/1963	1L16 4LA7 -
 3/ 4/1963	1L16 4LD3 -
 3/ 9/1963	1L16 4LD3  
 3/21/1963	1L16 4LA8 +
 3/26/1963	1L16 4LA8  
 3/30/1963	1L16 4LD4  
 4/ 4/1963	1L16 0474  
 4/10/1963	1L16 0474 +
 4/21/1963	1L16 0475  
 4/24/1963	1L16 03P1  
 5/ 3/1963	1L16 03P1 +
 5/11/1963	1L16 03P1  
 5/19/1963	1L16 03PJ  
 5/22/1963	1L16 03PL -
 6/ 3/1963	24J6 03PL -
 6/13/1963	24J6 040A -
 6/15/1963	24J6 040A  
 6/22/1963	24J6 040D -
 7/ 4/1963	24J6 040D  
 7/ 7/1963	24J6 0417  
 7/18/1963	24J6 0417 +
 7/24/1963	24J6 0418  
 7/27/1963	2D96 0418  
 8/ 1/1963	2D96 0424  
 8/ 3/1963	2D96 0424 +
 8/24/1963	2D96 0425  
 8/25/1963	2D96 0431  
 8/27/1963	2D96 0431 +
 9/12/1963	3256 0431 +
 9/17/1963	3256 0431  
 9/18/1963	3256 043J  
 9/24/1963	3256 043L -
10/11/1963	3256 043L  
10/12/1963	3256 044A  
10/24/1963	3256 044D -
10/26/1963	3916 044D -
10/29/1963	3916 044D  
11/ 6/1963	3916 0457  
11/16/1963	3916 0457 +
11/23/1963	3916 0458  
11/30/1963	3916 0464  
12/ 5/1963	3PJ6 0464  
12/ 6/1963	3PJ6 0464 +
12/23/1963	3PJ6 0465  
12/24/1963	3PJ6 0471  
 1/13/1964	4696 0471  
 1/17/1964	4696 047J  
 1/21/1964	4696 047L -
 2/11/1964	4696 03PA  
 2/20/1964	4J56 03PD -
 3/ 1/1964	4J56 03PD  
 3/ 8/1964	4J56 0407  
 3/17/1964	4J56 0407 -
 3/21/1964	4J56 03PE  
 3/24/1964	4J57 03PE  
 3/29/1964	 317 03PE  
 4/ 2/1964	 317 03PE +
 4/ 4/1964	 317 0408 +
 4/12/1964	 317 0AE8 +
 4/20/1964	 317 0AE9  
 5/ 8/1964	 9J7 0AE9  
 5/ 9/1964	 9J7 0AJ5  
 5/21/1964	 9J7 0AJ6 -
 6/10/1964	 9J7 0AJ6  
 6/17/1964	1097 0AJ6  
 6/18/1964	1097 0AEA  
 6/21/1964	1097 0AED -
 6/25/1964	1097 0AED  
 7/ 9/1964	1097 0AED +
 7/23/1964	1097 0AEE  
 7/27/1964	1097 0AEE +
 7/31/1964	1757 0AEE +
 8/ 5/1964	1757 0AJ8 +
 8/23/1964	1757 0AJ9  
 9/ 8/1964	1757 0AL5  
 9/15/1964	1L17 0AL5  
 9/17/1964	1L16 0AL5  
 9/23/1964	1L16 0AL6 -
10/ 3/1964	1L16 0AL6  
10/ 6/1964	1L16 0AP2  
10/20/1964	1L16 0AP2 +
10/23/1964	1L16 0AP3  
10/31/1964	1L16 0APP  
11/ 6/1964	24J6 0APP  
11/ 8/1964	24J6 0APP +
11/22/1964	24J6 0D00  
11/25/1964	24J6 0D0E  
12/ 1/1964	24J6 0D0E +
12/16/1964	24J7 0D0E +
12/17/1964	24J7 0D0E  
12/19/1964	24J7 0D18  
12/22/1964	24J7 0D19 -
 1/12/1965	24J7 0D25 -
 1/13/1965	24J7 0D25  
 1/20/1965	24J7 0D26 -
 2/ 3/1965	24J7 0D26  
 2/ 5/1965	24J7 0D32  
 2/19/1965	24J7 0D33 -
 2/21/1965	24J7 0D33  
 3/ 1/1965	24J7 0D3P  
 3/ 9/1965	24J7 0D3P -
 3/21/1965	24J7 0D34  
 3/25/1965	24J7 0AD0  
 4/19/1965	24J7 0ADE  
 4/20/1965	24J7 0ADJ -
 4/23/1965	24J7 117J -
 5/13/1965	24J7 1189 -
 5/16/1965	24J7 1189  
 5/21/1965	24J7 118A -
 6/ 2/1965	24J7 118A  
 6/ 6/1965	24J7 1196  
 6/16/1965	24J7 1196 +
 6/22/1965	24J7 1197  
 6/29/1965	2D97 1197  
 7/ 1/1965	2D97 11A3  
 7/ 2/1965	2D97 11A3 +
 7/23/1965	2D97 11A4  
 7/26/1965	2D97 11D0  
 7/31/1965	2D97 11D0 +
 8/ 3/1965	2D97 11D0  
 8/20/1965	2D97 11DE  
 8/21/1965	3257 11DE  
 8/23/1965	3257 11DJ -
 9/ 9/1965	3257 11DJ  
 9/14/1965	3257 11E9  
 9/21/1965	3257 1889  
 9/23/1965	3257 188A -
 9/25/1965	3257 188A  
10/ 4/1965	3917 188A  
10/10/1965	3917 1896  
10/13/1965	3917 1896 +
10/24/1965	3917 1897  
11/ 2/1965	3917 1897 +
11/ 6/1965	3917 18A3 +
11/14/1965	3PJ7 18A3 +
11/17/1965	3PJ7 11L3 +
11/23/1965	3PJ7 11L4  
12/ 7/1965	3PJ7 11P0  
12/22/1965	3PJ7 11P1 -
12/23/1965	4697 11P1 -
 1/ 8/1966	4697 11P1  
 1/21/1966	4697 11P2 -
 1/27/1966	4697 11P2  
 1/30/1966	4J57 11P2  
 2/ 7/1966	4J57 11L6  
 2/13/1966	4J57 11L6 +
 2/19/1966	4J57 11L7  
 2/25/1966	4J57 11P3  
 3/ 3/1966	4J57 11P3 -
 3/10/1966	 317 11P3 -
 3/21/1966	 317 11L8  
 3/22/1966	 317 11L8 +
 4/ 7/1966	 317 11P4 +
 4/18/1966	 9J7 11P4  
 4/21/1966	 9J7 11P5 -
 5/ 5/1966	 9J7 1171 -
 5/ 6/1966	 9J7 1831 -
 5/10/1966	 9J7 1831  
 5/22/1966	 9J7 1832 -
 5/25/1966	 9J7 1832  
 5/29/1966	1097 1832  
 6/ 1/1966	1097 183L  
 6/ 8/1966	1097 183L +
 6/22/1966	1097 183P  
 6/26/1966	1097 184D  
 6/27/1966	1097 184D +
 7/11/1966	1757 184D +
 7/22/1966	1757 1857 +
 7/23/1966	1757 1858  
 8/16/1966	1757 1864  
 8/24/1966	1757 1865 -
 8/26/1966	1L17 1865 -
 9/ 1/1966	1L17 1865  
 9/ 9/1966	1L17 1871  
 9/17/1966	1L17 1871 +
 9/23/1966	1L17 1872  
 9/28/1966	1L17 1P32  
10/ 3/1966	1L17 1P3L  
10/ 6/1966	1L17 1P3L +
10/13/1966	24J7 1P3L +
10/24/1966	24J7 1P3P  
10/27/1966	24J7 1P4D  
10/30/1966	24J7 1P4D +
11/13/1966	24J7 1P4D  
11/20/1966	24J7 1P57  
11/23/1966	24J7 1P58 -
12/ 4/1966	2D97 1P58 -
12/12/1966	2D97 1P58  
12/14/1966	2D97 1P64  
12/22/1966	2D97 1P65 -
 1/ 1/1967	2D97 1P65  
 1/ 7/1967	2D97 1P71  
 1/16/1967	2D97 18D1  
 1/20/1967	2D97 18D1 +
 1/21/1967	2D97 18D2  
 1/31/1967	2D97 18DL  
 2/ 6/1967	2D97 18DL +
 2/13/1967	3257 18DL +
 2/19/1967	3257 18DP  
 2/24/1967	3257 183D  
 3/ 4/1967	324E 183D  
 3/20/1967	324E 1847  
 3/21/1967	324E 183E +
 3/31/1967	2D8E 183E +
